Target_Type;Target_Method;Job_Runtime;Params;Measurement_IterationMode;Measurement_IterationStage;Measurement_IterationIndex;Measurement_Operations;Measurement_Value
FuncPointers;ConstantInt;.NET 8.0;;Workload;Actual;15;33362901;9.02
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;1;33362901;9.03
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;2;33362901;9.03
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;3;33362901;9.02
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;4;33362901;9.01
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;5;33362901;9.03
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;6;33362901;9.01
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;7;33362901;9.01
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;8;33362901;9.01
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;9;33362901;9.01
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;10;33362901;9.02
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;11;33362901;9.02
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;12;33362901;9.02
FuncPointers;ConstantInt;.NET 8.0;;Workload;Result;13;33362901;9.02
LibraryImport;ConstantInt;.NET 8.0;;Overhead;Jitting;1;1;310300
LibraryImport;ConstantInt;.NET 8.0;;Workload;Jitting;1;1;30219700
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;1;4;225
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;2;1333333;10.41
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;3;28805570;9.82
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;4;30546853;9.35
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;5;32076945;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;6;32109633;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;7;32126146;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;8;32115366;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;9;32123043;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;10;32128644;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Pilot;11;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;1;32126909;9.36
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;2;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;3;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;4;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Warmup;5;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;1;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;2;32126909;9.35
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;3;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;4;32126909;9.37
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;5;32126909;9.4
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;6;32126909;9.52
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;7;32126909;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;8;32126909;9.35
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;9;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;10;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;11;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;12;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;13;32126909;9.36
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;14;32126909;9.53
LibraryImport;ConstantInt;.NET 8.0;;Workload;Actual;15;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;1;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;2;32126909;9.35
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;3;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;4;32126909;9.37
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;5;32126909;9.4
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;6;32126909;9.44
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;7;32126909;9.35
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;8;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;9;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;10;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;11;32126909;9.34
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;12;32126909;9.36
LibraryImport;ConstantInt;.NET 8.0;;Workload;Result;13;32126909;9.34
Managed;ConstantInt;.NET 6.0;;Overhead;Jitting;1;1;287000
Managed;ConstantInt;.NET 6.0;;Workload;Jitting;1;1;217100
Managed;ConstantInt;.NET 6.0;;Overhead;Jitting;2;16;27937.5
Managed;ConstantInt;.NET 6.0;;Workload;Jitting;2;16;27718.75
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;1;16;31.25
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;2;9600000;3.51
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;3;85541168;3.17
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;4;94546160;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;5;109410368;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;6;109516928;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;7;109426400;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;8;109423056;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;9;109474768;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;10;109553728;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Pilot;11;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;1;109568496;2.4
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;2;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;3;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;4;109568496;2.08
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;5;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;6;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;7;109568496;2.05
Managed;ConstantInt;.NET 6.0;;Overhead;Warmup;8;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;1;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;2;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;3;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;4;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;5;109568496;2.09
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;6;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;7;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;8;109568496;2.04
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;9;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;10;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;11;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;12;109568496;2.05
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;13;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;14;109568496;2.02
Managed;ConstantInt;.NET 6.0;;Overhead;Actual;15;109568496;2.03
Managed;ConstantInt;.NET 6.0;;Workload;Warmup;1;109568496;2.77
Managed;ConstantInt;.NET 6.0;;Workload;Warmup;2;109568496;2.76
Managed;ConstantInt;.NET 6.0;;Workload;Warmup;3;109568496;2.76
Managed;ConstantInt;.NET 6.0;;Workload;Warmup;4;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Warmup;5;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;1;109568496;2.75
Managed;ConstantInt;.NET 6.0;;Workload;Actual;2;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;3;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;4;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;5;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;6;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;7;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;8;109568496;2.8
Managed;ConstantInt;.NET 6.0;;Workload;Actual;9;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;10;109568496;2.84
Managed;ConstantInt;.NET 6.0;;Workload;Actual;11;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;12;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;13;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;14;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Actual;15;109568496;2.74
Managed;ConstantInt;.NET 6.0;;Workload;Result;1;109568496;0.72
Managed;ConstantInt;.NET 6.0;;Workload;Result;2;109568496;0.71
Managed;ConstantInt;.NET 6.0;;Workload;Result;3;109568496;0.71
Managed;ConstantInt;.NET 6.0;;Workload;Result;4;109568496;0.71
Managed;ConstantInt;.NET 6.0;;Workload;Result;5;109568496;0.72
Managed;ConstantInt;.NET 6.0;;Workload;Result;6;109568496;0.71
Managed;ConstantInt;.NET 6.0;;Workload;Result;7;109568496;0.72
Managed;ConstantInt;.NET 6.0;;Workload;Result;8;109568496;0.72
Managed;ConstantInt;.NET 6.0;;Workload;Result;9;109568496;0.72
Managed;ConstantInt;.NET 6.0;;Workload;Result;10;109568496;0.72
Managed;ConstantInt;.NET 6.0;;Workload;Result;11;109568496;0.71
Managed;ConstantInt;.NET 6.0;;Workload;Result;12;109568496;0.71
Managed;ConstantInt;.NET 6.0;;Workload;Result;13;109568496;0.71
Managed;ConstantInt;.NET 8.0;;Overhead;Jitting;1;1;295200
Managed;ConstantInt;.NET 8.0;;Workload;Jitting;1;1;232800
Managed;ConstantInt;.NET 8.0;;Overhead;Jitting;2;16;27081.25
Managed;ConstantInt;.NET 8.0;;Workload;Jitting;2;16;26731.25
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;1;16;43.75
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;2;6857152;3.66
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;3;82007984;3.39
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;4;88530352;2.96
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;5;101290224;2.95
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;6;101742416;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;7;102131040;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;8;102098720;3.02
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;9;99376896;2.98
Managed;ConstantInt;.NET 8.0;;Workload;Pilot;10;100769024;3.09
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;1;100769024;2.8
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;2;100769024;2.32
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;3;100769024;2.26
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;4;100769024;2.26
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;5;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;6;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;7;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;8;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Warmup;9;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;1;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;2;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;3;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;4;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;5;100769024;2.29
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;6;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;7;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;8;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;9;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;10;100769024;2.26
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;11;100769024;2.29
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;12;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;13;100769024;2.28
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;14;100769024;2.29
Managed;ConstantInt;.NET 8.0;;Overhead;Actual;15;100769024;2.25
Managed;ConstantInt;.NET 8.0;;Workload;Warmup;1;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Warmup;2;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Warmup;3;100769024;2.95
Managed;ConstantInt;.NET 8.0;;Workload;Warmup;4;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Warmup;5;100769024;3.06
Managed;ConstantInt;.NET 8.0;;Workload;Actual;1;100769024;2.98
Managed;ConstantInt;.NET 8.0;;Workload;Actual;2;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Actual;3;100769024;3.3
Managed;ConstantInt;.NET 8.0;;Workload;Actual;4;100769024;3.03
Managed;ConstantInt;.NET 8.0;;Workload;Actual;5;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Actual;6;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Actual;7;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Actual;8;100769024;3.18
Managed;ConstantInt;.NET 8.0;;Workload;Actual;9;100769024;2.98
Managed;ConstantInt;.NET 8.0;;Workload;Actual;10;100769024;3.12
Managed;ConstantInt;.NET 8.0;;Workload;Actual;11;100769024;3.14
Managed;ConstantInt;.NET 8.0;;Workload;Actual;12;100769024;3
Managed;ConstantInt;.NET 8.0;;Workload;Actual;13;100769024;3.11
Managed;ConstantInt;.NET 8.0;;Workload;Actual;14;100769024;2.98
Managed;ConstantInt;.NET 8.0;;Workload;Actual;15;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Actual;16;100769024;3.09
Managed;ConstantInt;.NET 8.0;;Workload;Actual;17;100769024;2.98
Managed;ConstantInt;.NET 8.0;;Workload;Actual;18;100769024;3
Managed;ConstantInt;.NET 8.0;;Workload;Actual;19;100769024;3.11
Managed;ConstantInt;.NET 8.0;;Workload;Actual;20;100769024;2.98
Managed;ConstantInt;.NET 8.0;;Workload;Actual;21;100769024;3.14
Managed;ConstantInt;.NET 8.0;;Workload;Actual;22;100769024;2.96
Managed;ConstantInt;.NET 8.0;;Workload;Actual;23;100769024;2.99
Managed;ConstantInt;.NET 8.0;;Workload;Actual;24;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Actual;25;100769024;2.98
Managed;ConstantInt;.NET 8.0;;Workload;Actual;26;100769024;2.95
Managed;ConstantInt;.NET 8.0;;Workload;Actual;27;100769024;2.94
Managed;ConstantInt;.NET 8.0;;Workload;Actual;28;100769024;2.97
Managed;ConstantInt;.NET 8.0;;Workload;Actual;29;100769024;2.96
Managed;ConstantInt;.NET 8.0;;Workload;Actual;30;100769024;2.95
Managed;ConstantInt;.NET 8.0;;Workload;Actual;31;100769024;2.97
Managed;ConstantInt;.NET 8.0;;Workload;Result;1;100769024;0.74
Managed;ConstantInt;.NET 8.0;;Workload;Result;2;100769024;0.69
Managed;ConstantInt;.NET 8.0;;Workload;Result;3;100769024;0.78
Managed;ConstantInt;.NET 8.0;;Workload;Result;4;100769024;0.69
Managed;ConstantInt;.NET 8.0;;Workload;Result;5;100769024;0.69
Managed;ConstantInt;.NET 8.0;;Workload;Result;6;100769024;0.69
Managed;ConstantInt;.NET 8.0;;Workload;Result;7;100769024;0.93
Managed;ConstantInt;.NET 8.0;;Workload;Result;8;100769024;0.73
Managed;ConstantInt;.NET 8.0;;Workload;Result;9;100769024;0.87
Managed;ConstantInt;.NET 8.0;;Workload;Result;10;100769024;0.89
Managed;ConstantInt;.NET 8.0;;Workload;Result;11;100769024;0.75
Managed;ConstantInt;.NET 8.0;;Workload;Result;12;100769024;0.86
Managed;ConstantInt;.NET 8.0;;Workload;Result;13;100769024;0.73
Managed;ConstantInt;.NET 8.0;;Workload;Result;14;100769024;0.69
Managed;ConstantInt;.NET 8.0;;Workload;Result;15;100769024;0.85
Managed;ConstantInt;.NET 8.0;;Workload;Result;16;100769024;0.73
Managed;ConstantInt;.NET 8.0;;Workload;Result;17;100769024;0.75
Managed;ConstantInt;.NET 8.0;;Workload;Result;18;100769024;0.86
Managed;ConstantInt;.NET 8.0;;Workload;Result;19;100769024;0.73
Managed;ConstantInt;.NET 8.0;;Workload;Result;20;100769024;0.89
Managed;ConstantInt;.NET 8.0;;Workload;Result;21;100769024;0.71
Managed;ConstantInt;.NET 8.0;;Workload;Result;22;100769024;0.74
Managed;ConstantInt;.NET 8.0;;Workload;Result;23;100769024;0.69
Managed;ConstantInt;.NET 8.0;;Workload;Result;24;100769024;0.74
Managed;ConstantInt;.NET 8.0;;Workload;Result;25;100769024;0.7
Managed;ConstantInt;.NET 8.0;;Workload;Result;26;100769024;0.69
Managed;ConstantInt;.NET 8.0;;Workload;Result;27;100769024;0.72
Managed;ConstantInt;.NET 8.0;;Workload;Result;28;100769024;0.72
Managed;ConstantInt;.NET 8.0;;Workload;Result;29;100769024;0.71
Managed;ConstantInt;.NET 8.0;;Workload;Result;30;100769024;0.72
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Jitting;1;1;377800
Managed;ConstantInt;.NET Framework 4.8;;Workload;Jitting;1;1;245900
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Jitting;2;16;33443.75
Managed;ConstantInt;.NET Framework 4.8;;Workload;Jitting;2;16;33900
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;1;16;106.25
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;2;2823536;3.04
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;3;98664096;3.05
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;4;98393712;3.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;5;99197216;3.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Pilot;6;99176160;3.06
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;1;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;2;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;3;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;4;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;5;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;6;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Warmup;7;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;1;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;2;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;3;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;4;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;5;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;6;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;7;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;8;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;9;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;10;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;11;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;12;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;13;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;14;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Overhead;Actual;15;99176160;2.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;1;99176160;3.04
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;2;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;3;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;4;99176160;3.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Warmup;5;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;1;99176160;3.04
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;2;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;3;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;4;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;5;99176160;3.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;6;99176160;3.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;7;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;8;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;9;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;10;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;11;99176160;3.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;12;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;13;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;14;99176160;3.03
Managed;ConstantInt;.NET Framework 4.8;;Workload;Actual;15;99176160;3.02
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;1;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;2;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;3;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;4;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;5;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;6;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;7;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;8;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;9;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;10;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;11;99176160;0.99
Managed;ConstantInt;.NET Framework 4.8;;Workload;Result;12;99176160;0.99
